1355873186  theta= 11.4401 phi= 32.2648
1355873193  theta= 15.1461 phi= 288.992
1355873199  theta= 29.9529 phi= 212.908
1355873277  theta= 17.1305 phi= 75.665
1355873332  theta= 11.0126 phi= 34.3914
1355873452  theta= 9.97881 phi= 308.222
1355873455  theta= 1.48501 phi= 177.77
1355873495  theta= 18.4353 phi= 60.5216
1355873525  theta= 23.5449 phi= 196.574
1355873526  theta= 25.4107 phi= 276.249
1355873536  theta= 15.2543 phi= 166.479
1355873543  theta= 23.7174 phi= 3.01792
1355873565  theta= 15.8801 phi= 267.11
1355873567  theta= 3.7705 phi= 240.935
1355873689  theta= 9.34671 phi= 187.492
1355873713  theta= 10.6837 phi= 49.1202
1355873731  theta= 18.5559 phi= 142.296
1355873734  theta= 45.9057 phi= 233.296
1355873739  theta= 31.4925 phi= 114.604
1355873747  theta= 6.58686 phi= 206.637
1355873825  theta= 3.3732 phi= 237.116
1355873847  theta= 12.4131 phi= 278.177
1355873937  theta= 8.7228 phi= 225.356
1355873939  theta= 12.8141 phi= 248.76
1355873945  theta= 10.7042 phi= 301.529
1355874064  theta= 1.53682 phi= 307.852
1355874078  theta= 8.19565 phi= 240.468
1355874086  theta= 18.0749 phi= 241.739
1355874098  theta= 11.966 phi= 193.788
1355874108  theta= 15.6837 phi= 337.867
1355874139  theta= 13.7861 phi= 249.261
1355874173  theta= 13.5034 phi= 81.4766
1355874184  theta= 5.20433 phi= 201.522
1355874416  theta= 16.9477 phi= 88.7472
1355874459  theta= 10.0502 phi= 66.7475
1355874459  theta= 16.0881 phi= 106.855
1355874464  theta= 3.25768 phi= 144.155
1355874560  theta= 17.8576 phi= 124.372
1355874741  theta= 22.4656 phi= 14.8313
1355874812  theta= 9.14942 phi= 322.037
1355874813  theta= 15.5967 phi= 233.744
1355874842  theta= 6.145 phi= 256
1355874884  theta= 10.4298 phi= 265.63
1355874894  theta= 9.07978 phi= 249.939
1355874927  theta= 15.4109 phi= 329.184
1355874935  theta= 16.1861 phi= 162.527
1355874951  theta= 12.0897 phi= 284.59
1355874964  theta= 15.9045 phi= 253.83
1355874981  theta= 11.6656 phi= 206.35
1355874990  theta= 4.87223 phi= 279.789
1355875169  theta= 26.8633 phi= 303.653
1355875193  theta= 5.25736 phi= 78.3685
1355875279  theta= 13.7628 phi= 229.352
1355875351  theta= 17.937 phi= 260.258
1355875391  theta= 21.9172 phi= 299.865
1355875468  theta= 3.8024 phi= 18.6223
1355875522  theta= 17.277 phi= 13.5493
1355875529  theta= 12.1081 phi= 10.8065
1355875537  theta= 9.41714 phi= 351.137
1355875559  theta= 9.82849 phi= 93.2782
1355875562  theta= 25.6293 phi= 330.227
1355875586  theta= 12.1332 phi= 100.415
1355875595  theta= 12.4118 phi= 235.189
1355875600  theta= 15.6206 phi= 196.76
1355875644  theta= 14.5135 phi= 99.6549
1355875645  theta= 17.1888 phi= 250.944
1355875669  theta= 12.902 phi= 93.5421
1355875715  theta= 15.1587 phi= 218.946
1355875762  theta= 17.4364 phi= 96.8964
1355875789  theta= 10.7668 phi= 36.8105
1355875827  theta= 18.9432 phi= 340.964
1355875857  theta= 16.4121 phi= 152.125
1355875901  theta= 15.3348 phi= 71.706
1355876057  theta= 14.4179 phi= 21.1275
1355876094  theta= 11.1382 phi= 132.605
1355876112  theta= 7.28804 phi= 169.465
1355876126  theta= 21.0439 phi= 21.9317
1355876147  theta= 7.86245 phi= 110.578
1355876154  theta= 49.0884 phi= 57.3498
1355876164  theta= 17.9486 phi= 304.78
1355876183  theta= 20.591 phi= 210.117
1355876220  theta= 4.80301 phi= 271.601
1355876320  theta= 29.8573 phi= 9.91413
1355876326  theta= 16.9476 phi= 206.948
1355876358  theta= 9.03577 phi= 7.74926
1355876384  theta= 3.9509 phi= 359.161
1355876400  theta= 8.23589 phi= 227.659
1355876425  theta= 26.619 phi= 359.871
1355876534  theta= 11.54 phi= 328.044
1355876540  theta= 13.9065 phi= 212.199
1355876551  theta= 29.1601 phi= 3.44083
1355876554  theta= 4.61774 phi= 183.591
1355876577  theta= 14.0698 phi= 293.549
1355876743  theta= 11.2608 phi= 156.57
1355876768  theta= 19.822 phi= 349.202
1355876788  theta= 18.242 phi= 95.4865
1355876832  theta= 10.9798 phi= 326.953
1355876870  theta= 15.6751 phi= 274.779
1355876875  theta= 10.8132 phi= 263.928
1355876879  theta= 3.79902 phi= 220.877
1355876926  theta= 11.943 phi= 156.143
1355877090  theta= 8.29486 phi= 88.2696
1355877108  theta= 19.0123 phi= 140.612
1355877130  theta= 7.0856 phi= 0.468398
1355877199  theta= 7.09838 phi= 220.141
1355877224  theta= 7.4032 phi= 197.771
1355877304  theta= 3.87137 phi= 168.804
1355877318  theta= 15.9652 phi= 74.6248
1355877414  theta= 17.6367 phi= 358.283
1355877445  theta= 3.25907 phi= 338.131
1355877472  theta= 8.69315 phi= 128.684
1355877554  theta= 14.3314 phi= 325.51
1355877689  theta= 8.93522 phi= 120.287
1355877961  theta= 5.56445 phi= 197.553
1355877998  theta= 2.23969 phi= 301.623
1355878140  theta= 2.4151 phi= 184.117
1355878143  theta= 15.4739 phi= 230.109
1355878203  theta= 14.9636 phi= 246.603
1355878247  theta= 23.6485 phi= 178.704
1355878257  theta= 3.22606 phi= 211.309
1355878298  theta= 16.7083 phi= 268.456
1355878345  theta= 18.7048 phi= 50.9575
1355878363  theta= 17.3673 phi= 212.49
1355878403  theta= 20.3001 phi= 97.6299
1355878460  theta= 3.46342 phi= 223.187
1355878525  theta= 8.51193 phi= 129.66
1355878584  theta= 11.7396 phi= 161.806
1355878628  theta= 4.70835 phi= 30.2443
1355878642  theta= 14.4024 phi= 279.879
1355878650  theta= 10.9696 phi= 195.68
1355878659  theta= 14.9589 phi= 275.002
1355878681  theta= 18.8451 phi= 28.9399
1355878805  theta= 3.01174 phi= 320.701
1355878889  theta= 19.5709 phi= 312.477
1355878916  theta= 15.6565 phi= 207.362
1355878930  theta= 18.7261 phi= 74.642
1355878938  theta= 18.4835 phi= 342.794
1355879026  theta= 12.475 phi= 320.934
1355879111  theta= 21.3612 phi= 73.8751
1355879157  theta= 5.98557 phi= 233.383
1355879182  theta= 15.2811 phi= 93.0003
1355879215  theta= 10.3518 phi= 306.631
1355879215  theta= 14.565 phi= 5.29178
1355879303  theta= 11.4259 phi= 210.261
1355879333  theta= 9.98544 phi= 30.3946
1355879389  theta= 8.96328 phi= 145.73
1355879405  theta= 18.3729 phi= 208.887
1355879450  theta= 8.4116 phi= 271.707
1355879462  theta= 25.3756 phi= 164.58
1355879501  theta= 4.9843 phi= 320.331
1355879503  theta= 13.8445 phi= 35.8577
1355879510  theta= 17.9558 phi= 30.9008
1355879569  theta= 18.849 phi= 238.441
1355879658  theta= 14.4165 phi= 100.19
1355879674  theta= 15.6644 phi= 61.3636
1355879738  theta= 7.89376 phi= 208.507
1355879882  theta= 15.3833 phi= 24.0005
1355879923  theta= 12.7289 phi= 170.783
1355879929  theta= 25.3799 phi= 89.148
1355879955  theta= 6.6881 phi= 235.341
1355879977  theta= 2.00785 phi= 217.187
1355880028  theta= 3.0962 phi= 144.636
1355880121  theta= 11.0126 phi= 34.3914
1355880190  theta= 13.6399 phi= 177.794
1355880193  theta= 16.8214 phi= 312.079
1355880234  theta= 13.6978 phi= 48.916
1355880252  theta= 15.1252 phi= 356.677
1355880279  theta= 3.78892 phi= 277.294
1355880281  theta= 7.45356 phi= 302.079
1355880311  theta= 4.66341 phi= 4.98082
1355880445  theta= 2.98533 phi= 288.421
1355880460  theta= 8.88065 phi= 296.505
1355880562  theta= 9.09063 phi= 295.852
1355880610  theta= 5.79833 phi= 240.272
1355880675  theta= 26.1533 phi= 221.041
1355880696  theta= 24.9724 phi= 138.94
1355880748  theta= 4.38799 phi= 334.218
1355880765  theta= 22.0707 phi= 346.498
1355880775  theta= 15.6288 phi= 229.451
1355880780  theta= 8.49747 phi= 332.791
1355880787  theta= 17.0752 phi= 285.195
1355880842  theta= 21.7016 phi= 300.176
1355880848  theta= 19.7033 phi= 247.549
1355880858  theta= 11.6696 phi= 174.565
1355880911  theta= 10.4605 phi= 283.595
1355880965  theta= 21.9092 phi= 66.3696
1355880965  theta= 7.8858 phi= 159.791
1355880974  theta= 7.11239 phi= 151.281
1355880974  theta= 10.5742 phi= 220.838
1355881002  theta= 16.7373 phi= 65.0825
1355881055  theta= 23.9401 phi= 227.147
1355881086  theta= 8.98611 phi= 74.144
1355881159  theta= 16.188 phi= 358.134
1355881269  theta= 19.3358 phi= 114.408
1355881341  theta= 13.6882 phi= 155.584
1355881369  theta= 26.428 phi= 104.657
1355881374  theta= 8.36659 phi= 155.865
1355881385  theta= 13.981 phi= 69.9041
1355881395  theta= 12.1965 phi= 62.0112
1355881402  theta= 25.0951 phi= 2.04385
1355881408  theta= 23.678 phi= 230.432
1355881500  theta= 9.50387 phi= 69.1343
1355881514  theta= 12.7358 phi= 288.763
1355881555  theta= 20.8746 phi= 28.5727
1355881576  theta= 0.927041 phi= 136.717
1355881603  theta= 7.28489 phi= 96.2456
1355881609  theta= 19.1372 phi= 305.399
1355881668  theta= 7.25716 phi= 303.051
1355881721  theta= 11.4668 phi= 337.639
1355881731  theta= 17.9327 phi= 262.911
1355881787  theta= 16.3757 phi= 282.459
1355881952  theta= 10.4203 phi= 66.9172
1355882050  theta= 23.0454 phi= 24.8275
1355882071  theta= 23.4577 phi= 277.909
1355882132  theta= 8.14379 phi= 81.683
1355882173  theta= 20.8573 phi= 16.6221
1355882340  theta= 21.1038 phi= 297.4
1355882402  theta= 7.03409 phi= 85.1251
1355882412  theta= 10.5488 phi= 68.5737
1355882517  theta= 17.9156 phi= 190.769
1355882545  theta= 9.50052 phi= 348.369
1355882600  theta= 28.094 phi= 35.4721
1355882623  theta= 8.40603 phi= 113.446
1355882638  theta= 14.1381 phi= 341.963
1355882678  theta= 19.3873 phi= 149.515
1355882701  theta= 21.8512 phi= 68.3254
1355882702  theta= 19.076 phi= 61.5656
1355882717  theta= 22.777 phi= 354.769
1355882787  theta= 14.2816 phi= 52.0864
1355882879  theta= 15.0944 phi= 234.03
1355882902  theta= 9.44179 phi= 244.638
1355883047  theta= 9.2281 phi= 354.588
1355883074  theta= 17.4706 phi= 242.888
1355883084  theta= 7.15672 phi= 251.266
1355883113  theta= 13.9686 phi= 214.33
1355883113  theta= 5.1606 phi= 102.746
1355883136  theta= 15.7287 phi= 349.498
1355883139  theta= 17.7876 phi= 12.0028
1355883156  theta= 8.34934 phi= 165.933
1355883208  theta= 13.5948 phi= 4.67546
1355883220  theta= 6.77634 phi= 340.531
1355883237  theta= 16.1396 phi= 173.125
1355883249  theta= 16.5581 phi= 321.222
1355883275  theta= 17.3061 phi= 59.8157
1355883355  theta= 7.94683 phi= 294.254
1355883367  theta= 4.76628 phi= 145.222
1355883420  theta= 17.7791 phi= 247.13
1355883428  theta= 24.1598 phi= 125.846
