1355857858  theta= 0.1826 phi= 0.6135
1355857865  theta= 0.2992 phi= 4.5624
1355857889  theta= 0.1824 phi= 5.7656
1355857935  theta= 0.2153 phi= 2.8298
1355857941  theta= 0.3215 phi= 1.1419
1355857971  theta= 0.3886 phi= 0.8055
1355857982  theta= 0.3767 phi= 0.5639
1355858000  theta= 0.1041 phi= 1.6065
1355858065  theta= 0.1830 phi= 4.1535
1355858091  theta= 0.3799 phi= 5.6587
